,DSS_76_090224,DSS_B896_090224,DSS_T0.7_090224,DSS_T0.8_090224,DSS_73_090224
Propylene glycol,18.090663406345644,18.007855678299716,18.299161313868307,17.67570612907752,
Prostaglandin,15.02985544620005,15.267001008214582,16.700122639813483,14.44344997303848,
"Pyrazole[4,5-b]imidazole, 1-formyl-3-ethyl-6-beta-d-ribofuranosyl-",,,,,
"Quinoxaline, 2,3-diphenyl- ",30.573336989554633,27.78907181958203,,,29.43670460039806
Salsoline,10.101353297214947,15.02985544620005,13.783405868376022,10.101353297214947,20.349076790547734
Sarcosine,19.82917893481498,,16.548397760488008,14.77794148459306,
Simetryn,,,,,
Spiroxamine,,,21.63965483051689,21.36156896985457,
Stearic acid,25.96252317418443,25.89217197325309,26.387010738920857,24.617441356369007,33.78547332532239
Suberic acid,19.12715709241501,19.044780457273152,19.791251716821705,18.816900848646988,19.723751953711417
Succinamide,,,,,
Sulindac,,,20.85775323035948,19.791251716821705,
Supraene,25.313618060977973,,23.417291798715073,23.53191592986123,25.741137750046672
Synephrine,18.964499198463745,19.311341046599278,20.159049269761585,19.311341046599278,
Taurine,,,,,
tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,,,
tert-Butylamine,,,,30.172391027732196,
"Tetrahydro[2,2']bifuranyl-5-one",,,,26.779800290688794,
Tetrahydro-solasodine triacetate,18.206837600992994,18.572420897099427,18.527065735233002,17.848056725654924,18.76637914203081
Theobromine,,,,,
Thymol,16.10708189958663,17.848056725654924,,15.02985544620005,18.090663406345644
Triethyl citrate,13.17498269461429,14.44344997303848,15.39656988471546,12.73466395698144,16.10708189958663
Trimethylolpropane,14.44344997303848,14.77794148459306,16.267931772699097,,
Tromethamine,,,20.349076790547734,19.511528355008892,
Tyr-Val,,,28.022288157553156,,
Uracil,24.854862067442433,25.313618060977973,25.404802973180967,24.854862067442433,25.89217197325309
Urea,30.172391027732196,31.21036514314471,30.7823453433383,30.573336989554633,30.172391027732196
Vanillylmandelic acid,6.033603261326803,10.101353297214947,12.340219003345359,0.5371208932185699,13.783405868376022
"Weberine, 5-desmethoxy-",,23.99000942053065,24.361767611067528,,23.77270330773383
Xylazine,21.63965483051689,21.42405899916408,21.70761198277439,21.151328125650927,21.70761198277439
Yangonin,15.267001008214582,16.38716185479659,16.649394651426014,14.6579166018199,
